customer_id,recency_days,frequency,monetary_total,avg_order_value,first_purchase_date,last_purchase_date,customer_lifetime_days,customer_name,city,state,country,signup_date,r_score,f_score,m_score,rfm_total,rfm_cell,customer_segment
C004915,131,22,222.54,10.115454545454545,2024-05-30,2026-02-20,631,Dennis Brady,Thompsonmouth,Kansas,Malawi,2025-11-22,3,4,2,9,342,Regular Customers
C001681,162,15,399.2,26.613333333333333,2024-08-28,2026-01-20,510,Jessica Curry MD,Thomasfort,Ohio,Ukraine,2024-08-03,3,4,2,9,342,Regular Customers
C000709,79,13,383.24,29.48,2024-10-01,2026-04-13,559,Alexis Harvey,Jenniferstad,Alaska,Jamaica,2023-12-02,4,3,2,9,432,Regular Customers
C003616,126,28,404.82,14.457857142857142,2024-06-16,2026-02-25,619,Cristian Wade,East Isaacbury,New Mexico,Thailand,2025-09-09,3,4,2,9,342,Regular Customers
C000126,62,8,295.26,36.9075,2025-05-29,2026-04-30,336,Carol Ryan,Jamesshire,Georgia,Qatar,2025-08-01,4,3,2,9,432,Regular Customers
C002068,96,15,317.0,21.133333333333333,2024-10-16,2026-03-27,527,Dennis Beltran,West Nicholas,Montana,United States of America,2025-06-09,3,4,2,9,342,Regular Customers
C002112,53,12,315.73,26.310833333333335,2025-03-30,2026-05-09,405,Eric Reed,North Josestad,South Carolina,Zimbabwe,2024-12-22,4,3,2,9,432,Regular Customers
C002087,120,20,437.29,21.8645,2024-05-14,2026-03-03,658,Douglas Alvarez,Daniellebury,Kansas,Canada,2025-10-05,3,4,2,9,342,Regular Customers
C002095,93,14,551.33,39.38071428571429,2024-12-20,2026-03-30,465,William Williams,New Sarahshire,Virginia,Turkmenistan,2026-07-13,3,3,3,9,333,Potential Loyalists
C002906,114,25,472.78999999999996,18.9116,2024-04-15,2026-03-09,693,Jorge Singh,Port Adammouth,Kentucky,Armenia,2024-10-02,3,4,2,9,342,Regular Customers
C002883,53,11,251.09,22.826363636363638,2025-01-12,2026-05-09,482,Patricia Cortez,Moralesville,Massachusetts,Montserrat,2025-05-26,4,3,2,9,432,Regular Customers
C005289,61,19,159.79,8.41,2024-06-11,2026-05-01,689,James Powell,Ericville,New Jersey,Suriname,2026-04-08,4,4,1,9,441,Low Engagement
C002239,156,18,361.7,20.094444444444445,2024-09-09,2026-01-26,504,Jason Cox,West Laura,Rhode Island,Cameroon,2023-07-30,3,4,2,9,342,Regular Customers
C003709,135,15,222.37,14.824666666666667,2024-08-18,2026-02-16,547,Ryan Clark MD,Lisaburgh,Mississippi,Cyprus,2024-06-04,3,4,2,9,342,Regular Customers
C005603,93,29,297.25,10.25,2024-06-22,2026-03-30,646,Michelle Wilson,North Anthonyfort,Mississippi,Botswana,2024-04-06,3,4,2,9,342,Regular Customers
C001696,85,14,434.40999999999997,31.029285714285713,2024-07-20,2026-04-07,626,Danielle Hall,New Joseph,Minnesota,Slovenia,2026-03-15,4,3,2,9,432,Regular Customers
C001599,113,19,478.62,25.190526315789473,2024-05-21,2026-03-10,658,Darren Hill,Tracyshire,Maryland,Egypt,2024-09-20,3,4,2,9,342,Regular Customers
C000682,76,10,284.93,28.493000000000002,2025-02-04,2026-04-16,436,Samuel Tran,Andrewtown,Maryland,Malta,2025-11-09,4,3,2,9,432,Regular Customers
C005557,50,19,188.69,9.931052631578947,2024-06-17,2026-05-12,694,Bradley Davis,North Carol,Maine,Trinidad and Tobago,2025-11-27,4,4,1,9,441,Low Engagement
C005550,131,23,234.43,10.192608695652174,2024-04-19,2026-02-20,672,Christian Paul,Joshualand,Arkansas,Kuwait,2024-12-06,3,4,2,9,342,Regular Customers
C000691,136,13,526.3199999999999,40.48615384615384,2024-09-26,2026-02-15,507,Theodore Cook,Jonesberg,Washington,Namibia,2024-03-29,3,3,3,9,333,Potential Loyalists
C003222,122,27,468.03,17.334444444444443,2024-05-01,2026-03-01,669,Sharon Rodriguez,Matthewhaven,Mississippi,Myanmar,2025-12-22,3,4,2,9,342,Regular Customers
C003682,127,18,399.65,22.202777777777776,2024-12-09,2026-02-24,442,Gary Miller,Adamshire,Minnesota,Gabon,2026-04-21,3,4,2,9,342,Regular Customers
C002183,61,14,229.06,16.361428571428572,2024-09-19,2026-05-01,589,Julie Olson,Schwartzchester,New York,Timor-Leste,2024-07-17,4,3,2,9,432,Regular Customers
C004659,87,15,184.27,12.284666666666668,2024-07-14,2026-04-05,630,Daniel Hodge,Rodriguezchester,South Dakota,Morocco,2024-03-16,4,4,1,9,441,Low Engagement
C004667,95,22,339.39,15.42681818181818,2024-05-04,2026-03-28,693,Jennifer Moore,Lake Nathanshire,Virginia,Australia,2025-09-11,3,4,2,9,342,Regular Customers
C002884,60,15,184.58,12.305333333333333,2024-07-20,2026-05-02,651,Justin Lee,North Samantha,Tennessee,Lebanon,2026-05-13,4,4,1,9,441,Low Engagement
C002814,111,20,413.81,20.6905,2024-05-27,2026-03-12,654,Ruth Lynch,West Amberborough,Delaware,Rwanda,2023-11-18,3,4,2,9,342,Regular Customers
C004688,95,18,250.28,13.904444444444444,2024-05-18,2026-03-28,679,Robert Edwards,Port Ericmouth,Alaska,Korea,2026-07-07,3,4,2,9,342,Regular Customers
C003696,91,19,454.72,23.93263157894737,2024-05-21,2026-04-01,680,Kevin Morales,Christinemouth,Delaware,Turks and Caicos Islands,2023-11-22,3,4,2,9,342,Regular Customers
C004616,90,14,218.89000000000001,15.635000000000002,2024-10-09,2026-04-02,540,Sonya Powell,New Andrewside,Kentucky,French Polynesia,2024-09-30,4,3,2,9,432,Regular Customers
C002130,47,11,348.57,31.688181818181818,2025-02-05,2026-05-15,464,David Hood,Batesburgh,Wisconsin,Germany,2024-08-18,4,3,2,9,432,Regular Customers
C000045,78,10,441.36,44.136,2025-02-28,2026-04-14,410,Chad West,New Kelseyberg,South Carolina,British Indian Ocean Territory (Chagos Archipelago),2025-11-08,4,3,2,9,432,Regular Customers
C001188,93,16,365.25,22.828125,2024-06-06,2026-03-30,662,Diana Molina,East Christina,Georgia,Saint Vincent and the Grenadines,2024-08-15,3,4,2,9,342,Regular Customers
C005239,40,16,165.23,10.326875,2024-07-26,2026-05-22,665,Troy Woods,Lake Stephaniebury,Vermont,Libyan Arab Jamahiriya,2024-04-01,4,4,1,9,441,Low Engagement
C001157,141,18,432.33,24.01833333333333,2024-06-10,2026-02-10,610,Todd Martin,Oliviaburgh,Alaska,Wallis and Futuna,2024-07-24,3,4,2,9,342,Regular Customers
C005254,157,17,210.82,12.401176470588235,2024-07-23,2026-01-25,551,Brent Howard,Timothyland,North Dakota,Guam,2026-03-09,3,4,2,9,342,Regular Customers
C004147,51,14,219.34,15.667142857142858,2024-10-25,2026-05-11,563,Cindy Flynn,Callahanchester,North Dakota,Saint Martin,2023-10-31,4,3,2,9,432,Regular Customers
C004152,100,17,210.77,12.398235294117647,2024-05-18,2026-03-23,674,Rebecca Petty,Port Sara,Oklahoma,Oman,2025-12-23,3,4,2,9,342,Regular Customers
C003234,95,16,394.95,24.684375,2024-05-22,2026-03-28,675,Michael Miller,Maryview,Maryland,Turkmenistan,2026-03-26,3,4,2,9,342,Regular Customers
C003940,88,15,173.96,11.597333333333333,2024-08-11,2026-04-04,601,Cassandra Morrison,North Kennethtown,Oklahoma,Saint Helena,2024-06-03,4,4,1,9,441,Low Engagement
C000658,80,8,231.83999999999997,28.979999999999997,2025-05-22,2026-04-12,325,Willie Phillips,South Johnathanberg,Florida,Sierra Leone,2024-03-06,4,3,2,9,432,Regular Customers
C000666,91,15,446.89,29.792666666666666,2024-08-18,2026-04-01,591,Christina Dennis,Williamsstad,New Mexico,Timor-Leste,2026-02-02,3,4,2,9,342,Regular Customers
C001627,178,15,280.45,18.696666666666665,2024-05-21,2026-01-04,593,Bradley Davis,Jeffreyberg,Delaware,British Virgin Islands,2023-09-08,3,4,2,9,342,Regular Customers
C002522,91,29,486.01,16.75896551724138,2024-09-15,2026-04-01,563,Alisha Pope,North Johnfort,California,Rwanda,2024-02-06,3,4,2,9,342,Regular Customers
C002491,152,15,271.14,18.076,2024-05-03,2026-01-30,637,Nicole Cook,New Erin,Nebraska,Poland,2024-09-17,3,4,2,9,342,Regular Customers
C000361,187,15,522.4300000000001,34.82866666666667,2024-08-21,2025-12-26,492,Jermaine Manning,Washingtonton,Texas,Haiti,2024-02-07,2,4,3,9,243,At Risk
C005767,76,15,151.56,10.104000000000001,2024-07-20,2026-04-16,635,Laura Cooper,New Aliciaview,North Dakota,Maldives,2026-03-24,4,4,1,9,441,Low Engagement
C003413,114,17,315.64,18.56705882352941,2024-07-02,2026-03-09,615,David Evans,Kennedyborough,North Dakota,Guam,2023-08-18,3,4,2,9,342,Regular Customers
C005100,91,18,219.87,12.215,2024-08-17,2026-04-01,592,Raymond Nelson,Johnsontown,Idaho,Bouvet Island (Bouvetoya),2026-01-28,3,4,2,9,342,Regular Customers
C000380,178,15,406.25,27.083333333333332,2024-05-09,2026-01-04,605,Kevin Davis,Port Rebeccatown,Rhode Island,Bouvet Island (Bouvetoya),2025-06-20,3,4,2,9,342,Regular Customers
C005745,91,28,301.79,10.778214285714286,2024-04-15,2026-04-01,716,Jacob Jones,Castilloberg,North Dakota,Aruba,2024-07-03,3,4,2,9,342,Regular Customers
C004801,107,23,238.54,10.371304347826086,2024-05-20,2026-03-16,665,Eric Stone,South Sarah,Florida,Gibraltar,2024-11-12,3,4,2,9,342,Regular Customers
C004802,120,21,284.57,13.550952380952381,2024-05-19,2026-03-03,653,Joe Rivera,North Peterburgh,California,Lesotho,2024-01-11,3,4,2,9,342,Regular Customers
C001840,64,10,245.66,24.566,2025-02-23,2026-04-28,429,Christina Carlson,Harveyfurt,Maine,Cook Islands,2026-04-05,4,3,2,9,432,Regular Customers
C004474,44,15,155.07,10.338,2024-07-18,2026-05-18,669,Jose Ponce,Hernandezton,Georgia,Andorra,2024-06-07,4,4,1,9,441,Low Engagement
C000062,309,15,641.47,42.76466666666667,2024-04-12,2025-08-26,501,Laura Potts,North Judy,Alaska,Mali,2025-06-29,2,4,3,9,243,At Risk
C000001,175,10,529.16,52.916,2025-01-05,2026-01-07,367,Matthew Turner,West Hannahtown,Maine,Lithuania,2025-06-05,3,3,3,9,333,Potential Loyalists
C005236,75,17,166.09,9.77,2024-06-02,2026-04-17,684,Brittney Mosley,Brownchester,South Carolina,Bermuda,2025-06-09,4,4,1,9,441,Low Engagement
C002838,97,16,319.59,19.974375,2024-05-11,2026-03-26,684,Connor Smith,Lake Diane,North Carolina,Bahamas,2025-01-14,3,4,2,9,342,Regular Customers
C004162,92,22,365.61,16.618636363636366,2024-07-18,2026-03-31,621,Jenna Bowman,Phillipview,Wisconsin,Uzbekistan,2025-11-24,3,4,2,9,342,Regular Customers
C005226,41,18,177.6,9.866666666666667,2024-07-03,2026-05-21,687,Eric Patel,Nelsontown,South Carolina,Morocco,2025-06-20,4,4,1,9,441,Low Engagement
C002850,73,11,127.69,11.608181818181817,2025-02-10,2026-04-19,433,Edward Stark,New Josephtown,Delaware,Micronesia,2025-08-01,4,3,1,8,431,Low Engagement
C002853,136,15,190.4,12.693333333333333,2024-08-22,2026-02-15,542,Joy Moore,North Daniellestad,Ohio,Greenland,2024-09-29,3,4,1,8,341,Low Engagement
C005234,78,11,69.18,6.28909090909091,2025-03-08,2026-04-14,402,Stephanie Vance,Patriciaview,Wisconsin,Sudan,2026-04-06,4,3,1,8,431,Low Engagement
C003670,220,15,201.88,13.458666666666666,2024-06-06,2025-11-23,535,Joseph Valenzuela,South Anthonyfort,Ohio,Tokelau,2025-01-15,2,4,2,8,242,Regular Customers
C002152,167,11,221.06,20.096363636363638,2025-03-29,2026-01-15,292,Kenneth Gomez,Fordtown,Texas,Sri Lanka,2023-11-04,3,3,2,8,332,Regular Customers
C002158,127,10,281.93,28.193,2025-03-08,2026-02-24,353,Gregory Perry,North Brittany,Alabama,Pakistan,2023-12-01,3,3,2,8,332,Regular Customers
C004637,64,13,128.9,9.915384615384616,2024-10-15,2026-04-28,560,Kevin Davis,North Michaelbury,Colorado,Marshall Islands,2025-10-21,4,3,1,8,431,Low Engagement
C000103,174,6,521.55,86.925,2025-07-16,2026-01-08,176,Patricia Anderson,Newtonmouth,Wisconsin,Burundi,2024-01-21,3,2,3,8,323,Promising
C000109,226,12,504.05,42.00416666666667,2024-11-05,2025-11-17,377,Brandon House,East Alyssaberg,Missouri,Mongolia,2026-06-18,2,3,3,8,233,At Risk
C005923,80,8,64.13,8.01625,2025-06-13,2026-04-12,303,Sarah Cox,Watsonburgh,Pennsylvania,Jordan,2026-02-18,4,3,1,8,431,Low Engagement
C003694,78,8,93.45,11.68125,2025-05-07,2026-04-14,342,Wayne Shaw,Angelafurt,Texas,Tajikistan,2024-09-10,4,3,1,8,431,Low Engagement
C001204,166,10,354.41,35.441,2025-03-25,2026-01-16,297,Kevin Petty,Jameschester,Oklahoma,Bhutan,2023-08-12,3,3,2,8,332,Regular Customers
C005221,95,15,127.0,8.466666666666667,2024-08-18,2026-03-28,587,Randy Pugh,Garciashire,Ohio,Gambia,2023-12-28,3,4,1,8,341,Low Engagement
C005935,132,15,161.84,10.789333333333333,2024-04-26,2026-02-19,664,Leslie Patel,Lopezstad,Utah,San Marino,2025-05-19,3,4,1,8,341,Low Engagement
C000083,164,12,257.74,21.478333333333335,2024-09-13,2026-01-18,492,David Davis,Lake Travisfort,Maryland,Moldova,2025-04-24,3,3,2,8,332,Regular Customers
C002177,116,12,226.04,18.836666666666666,2024-10-07,2026-03-07,516,Johnny Proctor,East Antoniomouth,Rhode Island,French Guiana,2023-10-02,3,3,2,8,332,Regular Customers
C002181,127,14,250.41,17.88642857142857,2024-06-28,2026-02-24,606,Andrew Johnson,East Michealshire,Tennessee,Sao Tome and Principe,2025-01-30,3,3,2,8,332,Regular Customers
C002182,66,13,193.81,14.90846153846154,2024-10-28,2026-04-26,545,Diana Black,Lake Clairestad,Mississippi,Palau,2025-04-05,4,3,1,8,431,Low Engagement
C002184,120,10,261.33,26.133,2025-03-15,2026-03-03,353,Susan Johnson,New Kevin,Maine,Macao,2024-09-10,3,3,2,8,332,Regular Customers
C002109,168,10,261.54,26.154000000000003,2024-12-02,2026-01-14,408,Jeffrey Miller,Lake Nicholasmouth,Hawaii,Niger,2024-06-01,3,3,2,8,332,Regular Customers
C002191,170,10,263.0,26.3,2025-01-01,2026-01-12,376,David Wright,Bensonhaven,Tennessee,Ethiopia,2024-12-15,3,3,2,8,332,Regular Customers
C002170,92,11,201.43,18.311818181818182,2024-12-20,2026-03-31,466,Christine Costa,South Rachel,Alabama,Tokelau,2026-07-12,3,3,2,8,332,Regular Customers
C003605,75,14,199.95,14.282142857142857,2024-12-13,2026-04-17,490,Mr. Christopher Park,Hoffmanville,Indiana,Niger,2025-10-07,4,3,1,8,431,Low Engagement
C003613,99,14,211.48000000000002,15.105714285714287,2024-07-01,2026-03-24,631,Catherine Travis,Port Denise,New Hampshire,Iran,2025-11-07,3,3,2,8,332,Regular Customers
C003615,106,13,235.97,18.15153846153846,2024-08-20,2026-03-17,574,Sherri Mitchell,North Steven,California,Hungary,2025-05-15,3,3,2,8,332,Regular Customers
C000118,67,7,204.15,29.164285714285715,2025-07-30,2026-04-25,269,Angela Perez,West Jeremyport,Connecticut,Solomon Islands,2025-02-20,4,2,2,8,422,Recent Customers
C005208,111,15,143.96,9.597333333333333,2024-05-29,2026-03-12,652,Taylor Haynes,North Elizabethchester,Maryland,Marshall Islands,2023-12-17,3,4,1,8,341,Low Engagement
C001220,174,12,226.6,18.883333333333333,2024-10-29,2026-01-08,436,Lee West,North Stephanie,South Dakota,Montenegro,2024-03-23,3,3,2,8,332,Regular Customers
C001225,189,15,308.85,20.59,2024-04-23,2025-12-24,610,Tammy Herrera,North Davidtown,North Carolina,Marshall Islands,2026-06-12,2,4,2,8,242,Regular Customers
C005296,97,16,115.96,7.2475,2024-06-04,2026-03-26,660,Anita Keller,Lake Deborahberg,Georgia,Turks and Caicos Islands,2026-02-11,3,4,1,8,341,Low Engagement
C001107,105,10,407.6,40.760000000000005,2025-01-30,2026-03-18,412,Elizabeth Miller,Katieborough,New York,American Samoa,2026-02-24,3,3,2,8,332,Regular Customers
C001163,105,13,212.51,16.346923076923076,2024-08-12,2026-03-18,583,Lisa Moses,Lake Anna,Kansas,Bhutan,2024-02-09,3,3,2,8,332,Regular Customers
C002874,116,12,230.49,19.2075,2024-11-17,2026-03-07,475,William Goodman,Perezshire,Montana,Qatar,2025-11-16,3,3,2,8,332,Regular Customers
C001228,144,11,268.66,24.423636363636366,2024-12-23,2026-02-07,411,Charlene Mckenzie,South Michael,Alaska,Burkina Faso,2025-10-17,3,3,2,8,332,Regular Customers
C002070,168,14,329.16,23.511428571428574,2024-07-10,2026-01-14,553,Christine Moore,Hallbury,Wisconsin,China,2025-12-22,3,3,2,8,332,Regular Customers
C002090,168,13,298.56,22.966153846153848,2024-07-19,2026-01-14,544,Carmen Robertson,Frankfort,Maryland,Korea,2025-03-06,3,3,2,8,332,Regular Customers
C002093,171,12,227.75,18.979166666666668,2024-08-10,2026-01-11,519,Kristen White,Julianfurt,California,Singapore,2024-09-21,3,3,2,8,332,Regular Customers
C000131,116,12,375.74,31.311666666666667,2024-11-23,2026-03-07,469,Ryan Holder,New Karenstad,South Carolina,Antarctica (the territory South of 60 deg S),2023-08-16,3,3,2,8,332,Regular Customers
C000134,123,11,316.93,28.811818181818182,2024-12-30,2026-02-28,425,Rebecca Phelps,East Shari,Delaware,Tunisia,2025-08-02,3,3,2,8,332,Regular Customers
C000136,189,14,555.01,39.64357142857143,2024-05-30,2025-12-24,573,Katelyn White,Martinezport,Delaware,Northern Mariana Islands,2026-01-13,2,3,3,8,233,At Risk
C000142,151,10,268.71000000000004,26.871000000000002,2025-02-13,2026-01-31,352,Debra Lee,South Jose,Michigan,Mayotte,2025-07-10,3,3,2,8,332,Regular Customers
C004592,53,13,199.67000000000002,15.35923076923077,2024-12-22,2026-05-09,503,Bruce Moore,Garyfurt,California,Pitcairn Islands,2026-01-20,4,3,1,8,431,Low Engagement
C001233,157,11,208.07,18.915454545454544,2024-10-08,2026-01-25,474,Kristina Leblanc,East Alexisshire,Virginia,Russian Federation,2026-04-15,3,3,2,8,332,Regular Customers
C001240,162,14,287.84,20.56,2024-05-21,2026-01-20,609,James King,Danielmouth,Colorado,Canada,2024-01-07,3,3,2,8,332,Regular Customers
C004196,168,15,161.99,10.799333333333333,2024-09-03,2026-01-14,498,Linda Greene,New Christopher,Missouri,Azerbaijan,2024-09-27,3,4,1,8,341,Low Engagement
C002909,106,8,264.47,33.05875,2025-05-26,2026-03-17,295,Jeffrey Murphy,Lindseyland,North Carolina,Saint Kitts and Nevis,2026-02-12,3,3,2,8,332,Regular Customers
C001142,155,10,275.71000000000004,27.571000000000005,2024-11-13,2026-01-27,440,Richard Gomez,Margaretton,New York,Kiribati,2025-08-01,3,3,2,8,332,Regular Customers
C005271,84,11,110.7,10.063636363636364,2024-12-12,2026-04-08,482,Robert Hamilton,North Kayla,Wyoming,Slovenia,2025-05-19,4,3,1,8,431,Low Engagement
C005276,123,15,146.42,9.761333333333333,2024-06-19,2026-02-28,619,Alec Alvarado,Richardchester,North Carolina,Myanmar,2026-07-10,3,4,1,8,341,Low Engagement
C002196,123,11,236.19,21.471818181818183,2024-12-03,2026-02-28,452,Cory Frey,East Rebeccabury,New York,Spain,2026-04-23,3,3,2,8,332,Regular Customers
C003603,151,15,186.1,12.406666666666666,2024-05-13,2026-01-31,628,Dale Cook,New Josephton,Nebraska,Benin,2025-12-06,3,4,1,8,341,Low Engagement
C000152,260,14,512.45,36.603571428571435,2024-04-16,2025-10-14,546,David Cook,South Andrewview,Connecticut,Slovenia,2024-04-29,2,3,3,8,233,At Risk
C000156,183,12,603.51,50.2925,2024-07-20,2025-12-30,528,Kristen Young,Lake Sheenaport,Delaware,Saint Vincent and the Grenadines,2025-06-14,2,3,3,8,233,At Risk
C005909,56,14,106.0,7.571428571428571,2024-08-19,2026-05-06,625,Brandon Deleon,Christopherhaven,Louisiana,North Macedonia,2025-08-13,4,3,1,8,431,Low Engagement
C003719,181,15,241.63,16.108666666666668,2024-05-05,2026-01-01,606,Luke Gray,West Karen,Indiana,Dominica,2024-09-23,2,4,2,8,242,Regular Customers
C005200,79,10,113.63,11.363,2025-05-27,2026-04-13,321,Gregory Watson,East Steven,Vermont,Uganda,2026-05-05,4,3,1,8,431,Low Engagement
C004205,149,15,178.05,11.870000000000001,2024-06-21,2026-02-02,591,Brooke Patton,Kristentown,Idaho,Turks and Caicos Islands,2025-09-13,3,4,1,8,341,Low Engagement
C002772,182,15,260.63,17.375333333333334,2024-04-30,2025-12-31,610,Angel Martinez,Holderbury,Washington,Tokelau,2025-11-05,2,4,2,8,242,Regular Customers
C002779,175,12,300.88,25.073333333333334,2024-11-26,2026-01-07,407,Christopher Peck,Jennifertown,Hawaii,Cote d'Ivoire,2026-07-08,3,3,2,8,332,Regular Customers
C005277,128,15,167.67000000000002,11.178,2024-05-28,2026-02-23,636,Shelley Franklin,East Gina,Maine,United States Virgin Islands,2025-07-27,3,4,1,8,341,Low Engagement
C001129,87,9,152.9,16.98888888888889,2025-06-19,2026-04-05,290,Kelly Reyes,East James,North Carolina,El Salvador,2023-10-30,4,3,1,8,431,Low Engagement
C001130,125,13,269.43,20.725384615384616,2024-09-25,2026-02-26,519,Kenneth Cooper,New Karl,Colorado,Thailand,2024-01-05,3,3,2,8,332,Regular Customers
C002238,194,15,204.44,13.629333333333333,2024-05-04,2025-12-19,594,Richard Estes,Lake Rachelmouth,Maine,Brazil,2024-05-17,2,4,2,8,242,Regular Customers
C002209,225,15,257.43,17.162,2024-03-24,2025-11-18,604,Antonio Petersen,East Michaeltown,New Jersey,Israel,2023-10-04,2,4,2,8,242,Regular Customers
C005914,168,15,141.0,9.4,2024-05-01,2026-01-14,623,James Bradley,Martinfort,North Carolina,Macao,2023-11-11,3,4,1,8,341,Low Engagement
C005919,89,11,84.0,7.636363636363637,2025-01-13,2026-04-03,445,Jennifer Russell,East Jacob,North Carolina,Andorra,2026-01-11,4,3,1,8,431,Low Engagement
C003571,58,9,172.35,19.15,2025-04-29,2026-05-04,370,Angela Colon,Maryport,New Jersey,Antigua and Barbuda,2025-10-11,4,3,1,8,431,Low Engagement
C002040,95,10,210.88,21.088,2025-03-13,2026-03-28,380,Suzanne Ho,Williamsonhaven,New Mexico,Saint Lucia,2026-04-08,3,3,2,8,332,Regular Customers
C003557,260,15,202.51,13.500666666666666,2024-03-20,2025-10-14,573,Rick Moore,New Brookeport,Nevada,Colombia,2026-04-02,2,4,2,8,242,Regular Customers
C003561,154,15,169.68,11.312000000000001,2024-04-03,2026-01-28,665,Alejandra Carpenter,Monicamouth,North Dakota,Portugal,2023-12-13,3,4,1,8,341,Low Engagement
C004214,82,10,118.49000000000001,11.849,2025-03-05,2026-04-10,401,Ronald Martin,Cruzville,Georgia,Peru,2025-10-25,4,3,1,8,431,Low Engagement
C005181,145,15,154.44,10.296,2024-10-19,2026-02-06,475,Theresa Johnson,West Matthew,North Dakota,Switzerland,2026-03-08,3,4,1,8,341,Low Engagement
C005183,118,15,164.88,10.991999999999999,2024-07-13,2026-03-05,600,Amber Ortiz,Zacharymouth,Michigan,South Georgia and the South Sandwich Islands,2025-10-24,3,4,1,8,341,Low Engagement
C001077,178,11,340.78,30.979999999999997,2025-02-19,2026-01-04,319,Jonathan Berger,East Evanton,North Dakota,Netherlands,2023-12-13,3,3,2,8,332,Regular Customers
C002911,90,14,178.47,12.747857142857143,2024-08-13,2026-04-02,597,Colleen Cook,East Monica,Illinois,Kiribati,2023-12-20,4,3,1,8,431,Low Engagement
C002881,70,11,180.75,16.431818181818183,2025-02-09,2026-04-22,437,Miss Victoria Nichols MD,North Jason,Virginia,Morocco,2025-10-04,4,3,1,8,431,Low Engagement
C005199,60,14,151.25,10.803571428571429,2025-01-05,2026-05-02,482,Kelsey Edwards,South Hailey,Massachusetts,Saint Lucia,2024-10-28,4,3,1,8,431,Low Engagement
C000185,117,9,336.42,37.38,2025-03-01,2026-03-06,370,Caroline Brock,South Baileyton,Illinois,Panama,2023-08-05,3,3,2,8,332,Regular Customers
C002025,77,9,140.16,15.573333333333332,2025-03-26,2026-04-15,385,William Fletcher,Torresland,Kentucky,Australia,2025-07-28,4,3,1,8,431,Low Engagement
C002026,169,12,216.94,18.078333333333333,2024-11-30,2026-01-13,409,William Dickson,Russellmouth,New York,Luxembourg,2025-08-23,3,3,2,8,332,Regular Customers
C002250,141,14,261.87,18.705000000000002,2024-08-10,2026-02-10,549,Crystal Richardson MD,Hendrixberg,North Carolina,Egypt,2024-12-31,3,3,2,8,332,Regular Customers
C002002,236,15,394.57,26.304666666666666,2024-04-04,2025-11-07,582,Janice Gray,Taylorfort,California,Tajikistan,2024-09-15,2,4,2,8,242,Regular Customers
C002004,141,11,207.82999999999998,18.89363636363636,2024-11-23,2026-02-10,444,Nicole Adams,Port Keithmouth,Alabama,Ghana,2024-10-05,3,3,2,8,332,Regular Customers
C004539,136,17,157.79,9.281764705882352,2024-04-23,2026-02-15,663,Christopher Gordon,West Leeview,Tennessee,Swaziland,2025-01-23,3,4,1,8,341,Low Engagement
C004540,102,14,211.97,15.140714285714285,2024-07-28,2026-03-21,601,Bonnie Larson,Jonesview,Alaska,Portugal,2025-06-17,3,3,2,8,332,Regular Customers
C001069,98,12,387.22,32.26833333333334,2024-12-14,2026-03-25,466,Noah Johnson,Hensleychester,Oklahoma,El Salvador,2026-05-27,3,3,2,8,332,Regular Customers
C001285,89,11,150.73,13.702727272727271,2025-01-31,2026-04-03,427,Jennifer Edwards,Lake Danielle,Rhode Island,Romania,2025-07-08,4,3,1,8,431,Low Engagement
C005173,123,16,161.37,10.085625,2024-05-01,2026-02-28,668,Mary Peterson,Laurenfurt,Nevada,Indonesia,2024-11-08,3,4,1,8,341,Low Engagement
C004217,105,16,164.67000000000002,10.291875000000001,2024-06-13,2026-03-18,643,Kim Davis,New Micheletown,South Carolina,Venezuela,2024-04-17,3,4,1,8,341,Low Engagement
C001100,110,13,392.5,30.192307692307693,2024-10-20,2026-03-13,509,Kimberly Larsen,Wendyberg,South Dakota,Fiji,2024-06-28,3,3,2,8,332,Regular Customers
C004118,43,14,137.54,9.824285714285713,2024-09-01,2026-05-19,625,Teresa Brown,New Michaeltown,Virginia,Syrian Arab Republic,2025-06-02,4,3,1,8,431,Low Engagement
C002919,68,14,197.71,14.122142857142858,2024-08-01,2026-04-24,631,James Brown,Hurleymouth,Kansas,Macao,2024-03-27,4,3,1,8,431,Low Engagement
C002925,138,10,223.8,22.380000000000003,2025-01-20,2026-02-13,389,Mary Rodriguez,Port Nathanfort,New Hampshire,Saint Pierre and Miquelon,2024-02-05,3,3,2,8,332,Regular Customers
C002899,172,14,224.75,16.053571428571427,2024-04-21,2026-01-10,629,Amanda Jackson,Heatherhaven,Missouri,Saint Lucia,2023-09-28,3,3,2,8,332,Regular Customers
C000195,256,12,516.54,43.044999999999995,2024-09-16,2025-10-18,397,Tammie Rasmussen,New Nathan,Arkansas,Greenland,2023-10-19,2,3,3,8,233,At Risk
C003538,36,8,101.01,12.62625,2025-06-24,2026-05-26,336,Antonio Morgan,Hendricksshire,California,Grenada,2026-04-23,4,3,1,8,431,Low Engagement
C003540,151,14,302.89,21.634999999999998,2024-09-17,2026-01-31,501,Lisa Lynch,Mooreton,Tennessee,Jamaica,2025-10-26,3,3,2,8,332,Regular Customers
C000214,179,8,291.15,36.39375,2025-03-06,2026-01-03,303,Lisa Brown,Abbotthaven,South Carolina,Mali,2024-12-29,3,3,2,8,332,Regular Customers
