revenue_rank,customer_id,customer_name,amount,customer_pct,cumulative_pct,pareto_group
911,C003019,Gloria Yang,342.35,15.2,60.4,Top 20%
912,C004011,Theresa Clark,341.62,15.2,60.4,Top 20%
913,C003897,Richard Brown,341.2,15.2,60.4,Top 20%
914,C000310,Yolanda Davis,340.98,15.2,60.5,Top 20%
915,C004768,Douglas Shelton,340.94,15.2,60.5,Top 20%
916,C000901,Sheila Cain,340.78,15.3,60.5,Top 20%
917,C004892,George Simon,340.78,15.3,60.6,Top 20%
918,C001077,Jonathan Berger,340.78,15.3,60.6,Top 20%
919,C001941,Dennis Gonzalez,340.53,15.3,60.6,Top 20%
920,C000702,Jonathan Wood,340.23,15.3,60.6,Top 20%
921,C000453,Mark Woods,339.73,15.4,60.7,Top 20%
922,C000976,Natalie Smith,339.51,15.4,60.7,Top 20%
923,C004667,Jennifer Moore,339.39,15.4,60.7,Top 20%
924,C005054,Diana Davis,339.22,15.4,60.8,Top 20%
925,C005325,Kyle Reyes,339.21,15.4,60.8,Top 20%
926,C004481,Amanda Hull,338.95,15.4,60.8,Top 20%
927,C003954,Travis Lee,338.87,15.4,60.9,Top 20%
928,C001724,Marcus Richardson,338.66,15.5,60.9,Top 20%
929,C001915,Nicole Gray,338.22,15.5,60.9,Top 20%
930,C004863,Mr. Jeffrey Warren,338.15,15.5,60.9,Top 20%
931,C002396,Cassandra Coleman,336.90999999999997,15.5,61.0,Top 20%
932,C000185,Caroline Brock,336.42,15.5,61.0,Top 20%
933,C001353,Paul Schwartz,336.40999999999997,15.6,61.0,Top 20%
934,C005432,Mr. Danny Knight,336.06,15.6,61.1,Top 20%
935,C003437,Craig Ortega,335.82,15.6,61.1,Top 20%
936,C002780,Benjamin Martin,334.82,15.6,61.1,Top 20%
937,C002678,Richard Powell,334.58,15.6,61.2,Top 20%
938,C000618,Crystal Dyer,334.05,15.6,61.2,Top 20%
939,C005784,Melanie Cummings,333.92,15.6,61.2,Top 20%
940,C001359,Christopher Bates,333.7,15.7,61.3,Top 20%
941,C005785,Vanessa Wilson,333.67,15.7,61.3,Top 20%
942,C001967,Omar Edwards,332.94,15.7,61.3,Top 20%
943,C000324,Thomas Jones,332.23,15.7,61.3,Top 20%
944,C005676,April Hutchinson,331.79,15.7,61.4,Top 20%
945,C003601,Theresa Allen,331.72,15.8,61.4,Top 20%
946,C000429,Natasha Adkins,330.5,15.8,61.4,Top 20%
947,C000747,Dr. Stephanie White DDS,330.26,15.8,61.5,Top 20%
948,C004056,Michael Mills,329.4,15.8,61.5,Top 20%
949,C000622,Samantha Morris MD,329.18,15.8,61.5,Top 20%
950,C002070,Christine Moore,329.16,15.8,61.5,Top 20%
951,C004925,Kyle Soto,328.95,15.8,61.6,Top 20%
952,C001809,Austin Moreno DDS,327.26,15.9,61.6,Top 20%
953,C000178,Eric Hampton,327.23,15.9,61.6,Top 20%
954,C000936,Juan Montgomery,327.13,15.9,61.7,Top 20%
955,C003412,April Suarez,327.09000000000003,15.9,61.7,Top 20%
956,C003727,Patricia Richards,326.82,15.9,61.7,Top 20%
957,C000562,Michael Baker,326.79,16.0,61.8,Top 20%
958,C001653,David Wallace,326.65,16.0,61.8,Top 20%
959,C003279,Gloria Sullivan,325.51,16.0,61.8,Top 20%
960,C005968,Susan Abbott,325.43,16.0,61.8,Top 20%
961,C000630,William Zavala,325.39,16.0,61.9,Top 20%
962,C001892,Laura Stephens,325.31,16.0,61.9,Top 20%
963,C000247,Maxwell Ramirez,324.82,16.0,61.9,Top 20%
964,C003718,Charles Lee,324.67,16.1,62.0,Top 20%
965,C005640,Sean English,324.09,16.1,62.0,Top 20%
966,C000344,Angela Smith,324.01,16.1,62.0,Top 20%
967,C000638,Rodney Jackson,323.11,16.1,62.0,Top 20%
968,C005532,Jonathan Anderson,322.89,16.1,62.1,Top 20%
969,C004292,Brian Bullock,322.72,16.2,62.1,Top 20%
970,C005991,Shawn Palmer,322.6,16.2,62.1,Top 20%
971,C004977,Gary Green,322.05,16.2,62.2,Top 20%
972,C000086,Steven Lee,321.43,16.2,62.2,Top 20%
973,C004498,Pamela Clark,321.42,16.2,62.2,Top 20%
974,C003669,Lindsay Yates,320.37,16.2,62.3,Top 20%
975,C000820,Nichole Stevens,320.05,16.2,62.3,Top 20%
976,C002838,Connor Smith,319.59,16.3,62.3,Top 20%
977,C001369,Trevor Allen,319.12,16.3,62.3,Top 20%
978,C000661,Julia Smith,319.04,16.3,62.4,Top 20%
979,C005859,Laura Jenkins,318.59,16.3,62.4,Top 20%
980,C000318,David Vega,318.28,16.3,62.4,Top 20%
981,C002068,Dennis Beltran,317.0,16.4,62.5,Top 20%
982,C000134,Rebecca Phelps,316.93,16.4,62.5,Top 20%
983,C005074,Pamela Peterson,316.07,16.4,62.5,Top 20%
984,C002112,Eric Reed,315.73,16.4,62.5,Top 20%
985,C001659,Mrs. Amy Mcmillan,315.7,16.4,62.6,Top 20%
986,C003413,David Evans,315.64,16.4,62.6,Top 20%
987,C004771,Alicia Long,315.18,16.4,62.6,Top 20%
988,C001693,Adam Valdez,314.87,16.5,62.7,Top 20%
989,C000063,Scott Pineda,313.88,16.5,62.7,Top 20%
990,C002555,Robert Roberts,313.82,16.5,62.7,Top 20%
991,C000670,Michael Phillips,312.47,16.5,62.7,Top 20%
992,C003949,Thomas Jefferson,312.40999999999997,16.5,62.8,Top 20%
993,C001561,Christopher Becker,311.62,16.6,62.8,Top 20%
994,C005357,Tonya Johnson,310.99,16.6,62.8,Top 20%
995,C000181,Angelica Lawrence MD,310.97,16.6,62.8,Top 20%
996,C000496,Amy Flores,310.46000000000004,16.6,62.9,Top 20%
997,C001439,Charles Wolfe,310.36,16.6,62.9,Top 20%
998,C005948,Gina Williams,310.06,16.6,62.9,Top 20%
999,C005333,Jeremy Wright,309.67,16.6,63.0,Top 20%
1000,C001962,Dr. Amber Rodriguez,309.36,16.7,63.0,Top 20%
1001,C001225,Tammy Herrera,308.85,16.7,63.0,Top 20%
1002,C003663,Mark White,308.43,16.7,63.0,Top 20%
1003,C000586,Ryan Ward,306.97,16.7,63.1,Top 20%
1004,C001291,Anna Parks,306.59,16.7,63.1,Top 20%
1005,C004793,Jason Garcia,306.55,16.8,63.1,Top 20%
1006,C005300,Angelica Silva,305.87,16.8,63.2,Top 20%
1007,C000694,Martha Clark,305.57,16.8,63.2,Top 20%
1008,C000023,Michael Shaw,305.36,16.8,63.2,Top 20%
1009,C003385,John Cole,304.8,16.8,63.2,Top 20%
1010,C003352,Danielle Robbins,303.55,16.8,63.3,Top 20%
1011,C006000,Dr. Jessica Nelson MD,303.51,16.8,63.3,Top 20%
1012,C000565,Sherry Ramos,303.29,16.9,63.3,Top 20%
1013,C005639,Jonathan Lee,303.25,16.9,63.3,Top 20%
1014,C000369,Douglas Thompson,302.95,16.9,63.4,Top 20%
1015,C003540,Lisa Lynch,302.89,16.9,63.4,Top 20%
1016,C000640,Brian Terry,302.69,16.9,63.4,Top 20%
1017,C004143,Gerald Johnson,302.62,17.0,63.5,Top 20%
1018,C001112,Tonya Ortiz,302.27000000000004,17.0,63.5,Top 20%
1019,C000283,Sheila Perry,302.12,17.0,63.5,Top 20%
1020,C002350,Ann Peterson,301.92,17.0,63.5,Top 20%
1021,C005745,Jacob Jones,301.79,17.0,63.6,Top 20%
1022,C004553,Mrs. Maria Roberts,301.02,17.0,63.6,Top 20%
1023,C005739,Daniel Young,300.99,17.0,63.6,Top 20%
1024,C002779,Christopher Peck,300.88,17.1,63.6,Top 20%
1025,C000941,Roberto Klein,300.67,17.1,63.7,Top 20%
1026,C004035,Stephanie Blair,300.21999999999997,17.1,63.7,Top 20%
1027,C001270,Steve Mckay,299.69,17.1,63.7,Top 20%
1028,C005921,Emma Nolan,299.52,17.1,63.8,Top 20%
1029,C005223,Jeremy Brown,299.21,17.2,63.8,Top 20%
1030,C001920,Kristin Herrera,298.85,17.2,63.8,Top 20%
1031,C002090,Carmen Robertson,298.56,17.2,63.8,Top 20%
1032,C004813,Jamie Barton,298.31,17.2,63.9,Top 20%
1033,C005328,Heather Hall,298.2,17.2,63.9,Top 20%
1034,C005811,Anthony Smith,298.04,17.2,63.9,Top 20%
1035,C000788,Mary Carter,298.02,17.2,63.9,Top 20%
1036,C005978,Jason Ross,297.3,17.3,64.0,Top 20%
1037,C005603,Michelle Wilson,297.25,17.3,64.0,Top 20%
1038,C003481,Benjamin Munoz,297.17,17.3,64.0,Top 20%
1039,C005725,Robert Grant,296.63,17.3,64.0,Top 20%
1040,C000393,Deanna Davis,296.48,17.3,64.1,Top 20%
1041,C005528,David Hansen,295.95,17.4,64.1,Top 20%
1042,C003524,Eric Phillips,295.69,17.4,64.1,Top 20%
1043,C003635,Brittany Lopez,295.56,17.4,64.2,Top 20%
1044,C004098,Denise Lyons,295.33,17.4,64.2,Top 20%
1045,C000126,Carol Ryan,295.26,17.4,64.2,Top 20%
1046,C003559,Whitney Allen,295.0,17.4,64.2,Top 20%
1047,C005178,Anthony Harrison,294.97,17.4,64.3,Top 20%
1048,C004114,Raymond Mills,294.94,17.5,64.3,Top 20%
1049,C000111,Janice Swanson,294.79,17.5,64.3,Top 20%
1050,C003945,David Brooks,294.65,17.5,64.3,Top 20%
1051,C001723,Lisa Reed,293.53999999999996,17.5,64.4,Top 20%
1052,C001490,David Williams,293.5,17.5,64.4,Top 20%
1053,C000910,Pedro King,293.26,17.6,64.4,Top 20%
1054,C005344,Dr. Ernest Ware II,292.99,17.6,64.4,Top 20%
1055,C000056,Sandra Trujillo,292.84,17.6,64.5,Top 20%
1056,C001505,Chad Tyler,292.77,17.6,64.5,Top 20%
1057,C000945,Matthew Roberts,292.59,17.6,64.5,Top 20%
1058,C005134,Richard Anderson,292.46,17.6,64.5,Top 20%
1059,C003926,Eric Erickson,292.26,17.6,64.6,Top 20%
1060,C001799,Colin Brown,291.84,17.7,64.6,Top 20%
1061,C003845,Mrs. Barbara Montgomery,291.75,17.7,64.6,Top 20%
1062,C005347,Albert Patel,291.68,17.7,64.7,Top 20%
1063,C002549,Randall Thompson,291.62,17.7,64.7,Top 20%
1064,C000214,Lisa Brown,291.15,17.7,64.7,Top 20%
1065,C005586,Kevin Moon,291.13,17.8,64.7,Top 20%
1066,C005168,Stacy Alexander,290.99,17.8,64.8,Top 20%
1067,C004651,Emily Jenkins,290.94,17.8,64.8,Top 20%
1068,C005655,Carmen Guerrero,290.49,17.8,64.8,Top 20%
1069,C002484,Marcus Mata,289.58,17.8,64.8,Top 20%
1070,C005094,David Conner,289.33,17.8,64.9,Top 20%
1071,C000831,John Cruz,289.31,17.8,64.9,Top 20%
1072,C003348,Sandra Turner,288.47,17.9,64.9,Top 20%
1073,C001240,James King,287.84,17.9,64.9,Top 20%
1074,C003968,John Chase,287.52,17.9,65.0,Top 20%
1075,C005955,Brian Anderson,286.95,17.9,65.0,Top 20%
1076,C001043,Jill Lopez,286.94,17.9,65.0,Top 20%
1077,C002679,Diane Garcia,286.36,18.0,65.0,Top 20%
1078,C002595,Autumn Fowler,286.22,18.0,65.1,Top 20%
1079,C002081,Gregory Orozco,286.18,18.0,65.1,Top 20%
1080,C000697,Dawn Meyers,286.09,18.0,65.1,Top 20%
1081,C003555,Courtney Graves,285.97,18.0,65.1,Top 20%
1082,C004791,Carolyn Green,285.93,18.0,65.2,Top 20%
1083,C004623,Jonathan Lambert,285.51,18.0,65.2,Top 20%
1084,C002128,Deanna Garcia,285.07,18.1,65.2,Top 20%
1085,C000682,Samuel Tran,284.93,18.1,65.3,Top 20%
1086,C001413,Christopher Jones,284.92,18.1,65.3,Top 20%
1087,C002567,Lisa Thomas,284.7,18.1,65.3,Top 20%
1088,C004097,Penny Dominguez,284.6,18.1,65.3,Top 20%
1089,C004802,Joe Rivera,284.57,18.2,65.4,Top 20%
1090,C001906,Julie Johnson,284.38,18.2,65.4,Top 20%
1091,C003291,Melissa Liu,284.32,18.2,65.4,Top 20%
1092,C005566,Claudia Wilson,283.84,18.2,65.4,Top 20%
1093,C003960,Stephanie Phillips,283.35,18.2,65.5,Top 20%
1094,C001601,Lauren Mercer PhD,282.84,18.2,65.5,Top 20%
1095,C004736,George Johnson,282.83,18.2,65.5,Top 20%
1096,C000010,Jose Marshall,282.73,18.3,65.5,Top 20%
1097,C002158,Gregory Perry,281.93,18.3,65.6,Top 20%
1098,C005863,Patrick Tyler,281.88,18.3,65.6,Top 20%
1099,C003410,James Kent,281.6,18.3,65.6,Top 20%
1100,C004203,Tyler Mason,281.39,18.3,65.6,Top 20%
1101,C001658,Lauren Salas,281.35,18.4,65.7,Top 20%
1102,C004297,Derek Moody,281.19,18.4,65.7,Top 20%
1103,C002363,Kevin Ho,280.97,18.4,65.7,Top 20%
1104,C002420,Leslie Dodson,280.82,18.4,65.7,Top 20%
1105,C001372,Courtney Holmes,280.79,18.4,65.8,Top 20%
1106,C001627,Bradley Davis,280.45,18.4,65.8,Top 20%
1107,C001208,Kristin Griffin,280.06,18.4,65.8,Top 20%
1108,C001347,Jerry Banks,279.98,18.5,65.8,Top 20%
1109,C000385,Joshua Allen,279.89,18.5,65.9,Top 20%
1110,C005491,Michelle Salas,279.78,18.5,65.9,Top 20%
1111,C004836,Cynthia Williams,279.28,18.5,65.9,Top 20%
1112,C003769,Mary Alvarado,278.78,18.5,65.9,Top 20%
1113,C005797,Joshua Long,278.77,18.6,66.0,Top 20%
1114,C001227,Nathaniel Russell,278.37,18.6,66.0,Top 20%
1115,C003525,Benjamin Saunders,278.34000000000003,18.6,66.0,Top 20%
1116,C001555,Haley Curry,278.09,18.6,66.0,Top 20%
1117,C004726,Melissa Gonzales,277.45,18.6,66.1,Top 20%
1118,C001778,Adrian Davis,277.39,18.6,66.1,Top 20%
1119,C005943,Devin Carroll,277.25,18.6,66.1,Top 20%
1120,C004986,Mrs. Nichole Todd,276.71,18.7,66.1,Top 20%
1121,C003079,Christopher Daniels,276.58,18.7,66.2,Top 20%
1122,C001142,Richard Gomez,275.71000000000004,18.7,66.2,Top 20%
1123,C004067,Ann Gilbert,275.44,18.7,66.2,Top 20%
1124,C004071,Karen Brown,275.21,18.7,66.2,Top 20%
1125,C001958,Donna Lopez MD,275.15,18.8,66.3,Top 20%
1126,C005647,Megan Mayer,275.04,18.8,66.3,Top 20%
1127,C000956,Sonya Lopez,274.84,18.8,66.3,Top 20%
1128,C005030,Charles Clark,274.62,18.8,66.3,Top 20%
1129,C005174,Anthony Baxter,274.59,18.8,66.4,Top 20%
1130,C000739,Kimberly Smith,274.58,18.8,66.4,Top 20%
1131,C004108,Kelly Velez,274.43,18.8,66.4,Top 20%
1132,C000838,Randall Shepard,274.35,18.9,66.4,Top 20%
1133,C005802,Kenneth Clay,273.67,18.9,66.5,Top 20%
1134,C000598,Ashley Morris,273.02,18.9,66.5,Top 20%
1135,C005669,Samantha Banks,272.65,18.9,66.5,Top 20%
1136,C004389,Francisco Rubio,272.54,18.9,66.5,Top 20%
1137,C001909,Christopher Collier,272.53,19.0,66.6,Top 20%
1138,C001001,Sandra Stone,272.52,19.0,66.6,Top 20%
1139,C005537,Vanessa Rice,271.83,19.0,66.6,Top 20%
1140,C000909,John Bennett,271.73,19.0,66.6,Top 20%
1141,C005133,James Brown,271.62,19.0,66.7,Top 20%
1142,C000968,Brian Martin,271.58,19.0,66.7,Top 20%
1143,C002491,Nicole Cook,271.14,19.0,66.7,Top 20%
1144,C003792,Amber Gomez,270.71999999999997,19.1,66.7,Top 20%
1145,C003168,Robin Gregory,270.65,19.1,66.8,Top 20%
1146,C002419,Elizabeth Roman,270.31,19.1,66.8,Top 20%
1147,C001384,Casey Reyes,270.1,19.1,66.8,Top 20%
1148,C001174,Danielle Johnson,270.1,19.1,66.8,Top 20%
1149,C005535,Marvin Stein,270.04,19.2,66.8,Top 20%
1150,C000121,Rebecca Gross,270.01,19.2,66.9,Top 20%
1151,C003842,Samantha Douglas,269.83,19.2,66.9,Top 20%
1152,C005685,Jennifer Chapman,269.51,19.2,66.9,Top 20%
1153,C000599,Brett Glenn,269.48,19.2,66.9,Top 20%
1154,C001130,Kenneth Cooper,269.43,19.2,67.0,Top 20%
1155,C000880,Michael Sanchez,269.37,19.2,67.0,Top 20%
1156,C000722,Felicia Thompson,269.31,19.3,67.0,Top 20%
1157,C004010,Chelsea Smith,269.15,19.3,67.0,Top 20%
1158,C000142,Debra Lee,268.71000000000004,19.3,67.1,Top 20%
1159,C001228,Charlene Mckenzie,268.66,19.3,67.1,Top 20%
1160,C002597,Gary Bennett,268.53,19.3,67.1,Top 20%
1161,C000927,Michelle Sanchez,268.26,19.4,67.1,Top 20%
1162,C001947,Brandon Reynolds,268.26,19.4,67.2,Top 20%
1163,C001346,Ashley Mitchell,268.13,19.4,67.2,Top 20%
1164,C002168,Cristina Collins,267.74,19.4,67.2,Top 20%
1165,C001808,Kevin Campbell,267.27,19.4,67.2,Top 20%
1166,C003003,Tabitha Patterson,267.04,19.4,67.3,Top 20%
1167,C001382,Ebony Guzman,266.7,19.4,67.3,Top 20%
1168,C002726,Isaiah Young,266.67,19.5,67.3,Top 20%
1169,C001098,Kevin Harper,266.21000000000004,19.5,67.3,Top 20%
1170,C005593,Carolyn Ho,266.02,19.5,67.4,Top 20%
1171,C001789,Allison Elliott,265.89,19.5,67.4,Top 20%
1172,C004952,Erica Valdez,264.96,19.5,67.4,Top 20%
1173,C001671,Kelly Lee,264.8,19.6,67.4,Top 20%
1174,C003018,Andrea Walker,264.53,19.6,67.5,Top 20%
1175,C002909,Jeffrey Murphy,264.47,19.6,67.5,Top 20%
1176,C005150,David Peterson,264.37,19.6,67.5,Top 20%
1177,C003026,Jacob Wilson,264.01,19.6,67.5,Top 20%
1178,C001515,Michelle Jimenez,263.86,19.6,67.5,Top 20%
1179,C004136,James Wood,263.65999999999997,19.6,67.6,Top 20%
1180,C001698,Steven Garcia,263.52,19.7,67.6,Top 20%
1181,C001079,Jennifer Bishop,263.45,19.7,67.6,Top 20%
1182,C004777,Miranda French,263.36,19.7,67.6,Top 20%
1183,C003420,Charles Romero,263.25,19.7,67.7,Top 20%
1184,C003870,Robert Mcclain,263.22,19.7,67.7,Top 20%
1185,C002191,David Wright,263.0,19.8,67.7,Top 20%
1186,C000556,Jenny Cunningham,262.76,19.8,67.7,Top 20%
1187,C005017,Cynthia Jones,262.54,19.8,67.8,Top 20%
1188,C000522,Douglas Lee,261.93,19.8,67.8,Top 20%
1189,C002250,Crystal Richardson MD,261.87,19.8,67.8,Top 20%
1190,C002109,Jeffrey Miller,261.54,19.8,67.8,Top 20%
1191,C002184,Susan Johnson,261.33,19.8,67.9,Top 20%
1192,C004677,Samuel Todd,260.97,19.9,67.9,Top 20%
1193,C001924,Alexandria Silva,260.79,19.9,67.9,Top 20%
1194,C002772,Angel Martinez,260.63,19.9,67.9,Top 20%
1195,C002195,Brian Butler,260.3,19.9,67.9,Top 20%
1196,C001056,Ms. Christy Higgins,260.28,19.9,68.0,Top 20%
1197,C000894,Andrea Mason,260.27,20.0,68.0,Top 20%
1198,C001841,Katherine Freeman,260.15999999999997,20.0,68.0,Top 20%
1199,C001531,Rebecca Long,260.02,20.0,68.0,Top 20%
1200,C004329,Angela Osborn,259.97,20.0,68.1,Top 20%
1201,C000995,Vicki Sullivan,259.81,20.0,68.1,Bottom 80%
1202,C003943,Laura Gay,259.8,20.0,68.1,Bottom 80%
1203,C002728,Sue Macdonald,258.71,20.0,68.1,Bottom 80%
1204,C001636,Martin Brown,258.44,20.1,68.2,Bottom 80%
1205,C005708,Ian Duke,257.97,20.1,68.2,Bottom 80%
1206,C000083,David Davis,257.74,20.1,68.2,Bottom 80%
1207,C000082,Adam Fowler,257.49,20.1,68.2,Bottom 80%
1208,C002209,Antonio Petersen,257.43,20.1,68.3,Bottom 80%
1209,C004428,Michael Williams,257.23,20.2,68.3,Bottom 80%
1210,C001309,Allison Drake,256.96,20.2,68.3,Bottom 80%
1211,C000302,James Olson,256.86,20.2,68.3,Bottom 80%
1212,C000405,Kyle Perry,256.59,20.2,68.3,Bottom 80%
1213,C001609,Helen Vargas,256.40999999999997,20.2,68.4,Bottom 80%
1214,C004142,Alexandria Hays,256.14,20.2,68.4,Bottom 80%
1215,C002982,William Keith,256.02,20.2,68.4,Bottom 80%
1216,C002269,Darren White,256.0,20.3,68.4,Bottom 80%
1217,C000173,Daniel Avery,255.73,20.3,68.5,Bottom 80%
1218,C000593,James Smith,255.67000000000002,20.3,68.5,Bottom 80%
1219,C004857,Laura Peck,255.31,20.3,68.5,Bottom 80%
1220,C000855,Michael Jackson,254.91,20.3,68.5,Bottom 80%
1221,C001708,Allison Holmes,253.95,20.4,68.6,Bottom 80%
1222,C004614,Teresa Smith,253.64,20.4,68.6,Bottom 80%
1223,C002720,Jonathan Barrera,253.19,20.4,68.6,Bottom 80%
1224,C004552,Lori Ortiz,252.68,20.4,68.6,Bottom 80%
1225,C002608,Katie Fuller,252.66,20.4,68.6,Bottom 80%
1226,C001838,Tina Price,252.54,20.4,68.7,Bottom 80%
1227,C002151,Carrie Howell,252.15,20.4,68.7,Bottom 80%
1228,C001065,William Scott,252.1,20.5,68.7,Bottom 80%
1229,C001209,Rebecca Rivera,252.1,20.5,68.7,Bottom 80%
1230,C004301,Krista Stevens,252.06,20.5,68.8,Bottom 80%
1231,C005828,Sabrina Singh,251.52,20.5,68.8,Bottom 80%
1232,C001072,Kevin Norman,251.43,20.5,68.8,Bottom 80%
1233,C002883,Patricia Cortez,251.09,20.6,68.8,Bottom 80%
1234,C004327,Eric Hubbard,250.64,20.6,68.8,Bottom 80%
1235,C002181,Andrew Johnson,250.41,20.6,68.9,Bottom 80%
1236,C004688,Robert Edwards,250.28,20.6,68.9,Bottom 80%
1237,C005817,Heidi Shepherd,249.89000000000001,20.6,68.9,Bottom 80%
1238,C003237,Jacob Perez,249.85,20.6,68.9,Bottom 80%
1239,C000449,Marcus Sanchez,249.39,20.6,69.0,Bottom 80%
1240,C000570,Susan Jefferson,249.35,20.7,69.0,Bottom 80%
1241,C003496,Carla Brown,248.99,20.7,69.0,Bottom 80%
1242,C004868,Matthew Vazquez,248.85,20.7,69.0,Bottom 80%
1243,C000966,Blake Deleon,248.79000000000002,20.7,69.0,Bottom 80%
1244,C005443,Tiffany Young,248.79,20.7,69.1,Bottom 80%
1245,C000512,Dr. Jonathan Cervantes DVM,248.61,20.8,69.1,Bottom 80%
1246,C000493,Emily Jimenez,248.35000000000002,20.8,69.1,Bottom 80%
1247,C001556,Yolanda Allison,248.01000000000002,20.8,69.1,Bottom 80%
1248,C000196,Robert Kennedy,247.92000000000002,20.8,69.2,Bottom 80%
1249,C003913,Melanie James,247.78,20.8,69.2,Bottom 80%
1250,C005095,Abigail Schwartz,247.63,20.8,69.2,Bottom 80%
1251,C005630,Brian Knight,247.6,20.8,69.2,Bottom 80%
1252,C001493,Debra Brown,247.58,20.9,69.2,Bottom 80%
1253,C002481,Tonya Jackson,247.33,20.9,69.3,Bottom 80%
1254,C002656,Michael Brennan,247.29,20.9,69.3,Bottom 80%
1255,C000329,Cory Crawford,247.08,20.9,69.3,Bottom 80%
1256,C002227,Gregory Cole,246.57999999999998,20.9,69.3,Bottom 80%
1257,C000735,Cory Pierce,246.19,21.0,69.4,Bottom 80%
1258,C003228,Deborah Anthony DVM,245.99,21.0,69.4,Bottom 80%
1259,C002300,Curtis Palmer,245.96,21.0,69.4,Bottom 80%
1260,C001840,Christina Carlson,245.66,21.0,69.4,Bottom 80%
1261,C003183,Mary Smith,245.57,21.0,69.4,Bottom 80%
1262,C001128,Deanna Garrison,244.56,21.0,69.5,Bottom 80%
1263,C001679,Amber Mata,244.55,21.0,69.5,Bottom 80%
1264,C001581,Kelly Francis,244.52,21.1,69.5,Bottom 80%
1265,C002991,Larry Mcconnell,244.16,21.1,69.5,Bottom 80%
1266,C004520,Amanda Fletcher,244.13,21.1,69.6,Bottom 80%
1267,C003112,Amanda Rogers,244.04,21.1,69.6,Bottom 80%
1268,C005327,Nicole Thompson,243.68,21.1,69.6,Bottom 80%
1269,C005450,Jack Case,243.67,21.2,69.6,Bottom 80%
1270,C001029,Patrick Williams,243.51,21.2,69.6,Bottom 80%
1271,C004850,Curtis Jones DDS,243.39,21.2,69.7,Bottom 80%
1272,C004811,Joann Smith,243.33,21.2,69.7,Bottom 80%
1273,C000387,Amanda Johnson,243.32999999999998,21.2,69.7,Bottom 80%
1274,C003748,John Perry DDS,243.02,21.2,69.7,Bottom 80%
1275,C004248,Wanda Collins,242.92,21.2,69.8,Bottom 80%
1276,C003838,Stephanie Duncan,242.6,21.3,69.8,Bottom 80%
1277,C003655,Ashley Turner,242.44,21.3,69.8,Bottom 80%
1278,C005294,Elaine Patton,242.15,21.3,69.8,Bottom 80%
1279,C003719,Luke Gray,241.63,21.3,69.8,Bottom 80%
1280,C002998,Michael Greer,241.54000000000002,21.3,69.9,Bottom 80%
1281,C004381,Randy Taylor,241.54,21.4,69.9,Bottom 80%
1282,C002743,Lisa Davis,240.76,21.4,69.9,Bottom 80%
1283,C001263,Anthony Smith,240.25,21.4,69.9,Bottom 80%
1284,C000200,Paula Russell,239.62,21.4,70.0,Bottom 80%
1285,C000657,Rachel Gray,239.29,21.4,70.0,Bottom 80%
1286,C004318,Joseph Frost,239.02,21.4,70.0,Bottom 80%
1287,C000655,Robert Mckenzie,238.84,21.4,70.0,Bottom 80%
1288,C004801,Eric Stone,238.54,21.5,70.0,Bottom 80%
1289,C005070,Seth Solis,238.11,21.5,70.1,Bottom 80%
1290,C000955,Douglas Chavez,238.1,21.5,70.1,Bottom 80%
1291,C001491,Shane Perry,238.01999999999998,21.5,70.1,Bottom 80%
1292,C003586,Elijah Castillo,237.89,21.5,70.1,Bottom 80%
1293,C000769,Anthony Bowen,237.77,21.6,70.1,Bottom 80%
1294,C003809,Abigail Mccormick,237.74,21.6,70.2,Bottom 80%
1295,C000279,Brenda Vega,237.6,21.6,70.2,Bottom 80%
1296,C001386,Kari Lara,237.57999999999998,21.6,70.2,Bottom 80%
1297,C002604,Michael Figueroa,237.16,21.6,70.2,Bottom 80%
1298,C003489,Nicole Peters,236.69,21.6,70.3,Bottom 80%
1299,C000714,Brittany Boyd,236.23999999999998,21.6,70.3,Bottom 80%
1300,C002196,Cory Frey,236.19,21.7,70.3,Bottom 80%
1301,C003615,Sherri Mitchell,235.97,21.7,70.3,Bottom 80%
1302,C001660,Amanda Pollard,235.66,21.7,70.3,Bottom 80%
1303,C002523,Jamie Taylor,235.58,21.7,70.4,Bottom 80%
1304,C005844,Patrick Herrera,235.54,21.7,70.4,Bottom 80%
1305,C005257,Danielle Taylor,234.96,21.8,70.4,Bottom 80%
1306,C004897,Joseph Torres,234.82999999999998,21.8,70.4,Bottom 80%
1307,C000167,Melissa Price,234.48,21.8,70.4,Bottom 80%
1308,C005550,Christian Paul,234.43,21.8,70.5,Bottom 80%
1309,C000864,Denise Ross,234.33,21.8,70.5,Bottom 80%
1310,C000102,Jason Gibson Jr.,234.17,21.8,70.5,Bottom 80%
1311,C005515,Amanda Barrett,233.74,21.8,70.5,Bottom 80%
1312,C001489,Timothy Gibbs,233.54,21.9,70.5,Bottom 80%
1313,C001942,Shannon Martin,233.51,21.9,70.6,Bottom 80%
1314,C000254,Ashley Wallace,233.5,21.9,70.6,Bottom 80%
1315,C003720,Lisa Johnson,233.05,21.9,70.6,Bottom 80%
1316,C001526,Robert Price,232.85,21.9,70.6,Bottom 80%
1317,C000527,Holly Ross,232.71,22.0,70.7,Bottom 80%
1318,C000394,David Kim,232.42000000000002,22.0,70.7,Bottom 80%
1319,C000376,Laura Rodriguez,232.41,22.0,70.7,Bottom 80%
1320,C005986,Terri Rios,232.27,22.0,70.7,Bottom 80%
